case_id,variant,mode,draw,message,gold,candidates,expected,prompt,output_raw,output_norm,matched,in_list,correct,latency_ms,tokens
58,native_in_random,free,0,I need to make an international wire today,wire,wire|transfer|loan|transaction,wire,"Candidate intents:
wire: the user wants to make a wire transfer
transfer: the user wants to send money to someone
loan: the user wants to borrow money
transaction: the user asks about a past payment or charge
User message: I need to make an international wire today

Answer with exactly one intent name from the list above.",wire,wire,True,True,True,2281.9,2
58,native_in_random,enum,0,I need to make an international wire today,wire,wire|transfer|loan|transaction,wire,"Candidate intents:
wire: the user wants to make a wire transfer
transfer: the user wants to send money to someone
loan: the user wants to borrow money
transaction: the user asks about a past payment or charge
User message: I need to make an international wire today

Answer with exactly one intent name from the list above.",wire,wire,True,True,True,2278.7,4
58,native_in_random,free,1,I need to make an international wire today,wire,statement|card_issue|wire|savings,wire,"Candidate intents:
statement: the user wants a monthly statement
card_issue: the user has a problem with their card
wire: the user wants to make a wire transfer
savings: the user asks about a savings account
User message: I need to make an international wire today

Answer with exactly one intent name from the list above.",wire,wire,True,True,True,2248.0,2
58,native_in_random,enum,1,I need to make an international wire today,wire,statement|card_issue|wire|savings,wire,"Candidate intents:
statement: the user wants a monthly statement
card_issue: the user has a problem with their card
wire: the user wants to make a wire transfer
savings: the user asks about a savings account
User message: I need to make an international wire today

Answer with exactly one intent name from the list above.",wire,wire,True,True,True,2278.0,4
58,native_in_nearsyn,free,0,I need to make an international wire today,wire,transfer|loan|fraud|wire,wire,"Candidate intents:
transfer: the user wants to send money to someone
loan: the user wants to borrow money
fraud: the user suspects a scam or unauthorized charge
wire: the user wants to make a wire transfer
User message: I need to make an international wire today

Answer with exactly one intent name from the list above.",wire,wire,True,True,True,2273.7,2
58,native_in_nearsyn,enum,0,I need to make an international wire today,wire,transfer|loan|fraud|wire,wire,"Candidate intents:
transfer: the user wants to send money to someone
loan: the user wants to borrow money
fraud: the user suspects a scam or unauthorized charge
wire: the user wants to make a wire transfer
User message: I need to make an international wire today

Answer with exactly one intent name from the list above.",wire,wire,True,True,True,2292.5,4
58,native_out,free,0,I need to make an international wire today,wire,fees|loan|card_lost|card_issue,,"Candidate intents:
fees: the user asks about bank fees
loan: the user wants to borrow money
card_lost: the user lost or had their card stolen
card_issue: the user has a problem with their card
User message: I need to make an international wire today

Answer with exactly one intent name from the list above.",none_of_the_above,none_of_the_above,False,False,False,2291.9,5
58,custom_in,free,0,I need to make an international wire today,wire,borrow_cash|cash_left|nest_egg|bank_wire,bank_wire,"Candidate intents:
borrow_cash: the user wants to borrow money
cash_left: the user asks how much money is on their account
nest_egg: the user asks about a savings account
bank_wire: the user wants to make a wire transfer
User message: I need to make an international wire today

Answer with exactly one intent name from the list above.",bank_wire,bank_wire,True,True,True,2271.8,3
58,custom_in,enum,0,I need to make an international wire today,wire,borrow_cash|cash_left|nest_egg|bank_wire,bank_wire,"Candidate intents:
borrow_cash: the user wants to borrow money
cash_left: the user asks how much money is on their account
nest_egg: the user asks about a savings account
bank_wire: the user wants to make a wire transfer
User message: I need to make an international wire today

Answer with exactly one intent name from the list above.",bank_wire,bank_wire,True,True,True,2312.4,5
59,native_in_random,free,0,why did you charge me an overdraft fee?,fees,card_issue|statement|fees|transfer,fees,"Candidate intents:
card_issue: the user has a problem with their card
statement: the user wants a monthly statement
fees: the user asks about bank fees
transfer: the user wants to send money to someone
User message: why did you charge me an overdraft fee?

Answer with exactly one intent name from the list above.",fees,fees,True,True,True,2269.4,3
59,native_in_random,enum,0,why did you charge me an overdraft fee?,fees,card_issue|statement|fees|transfer,fees,"Candidate intents:
card_issue: the user has a problem with their card
statement: the user wants a monthly statement
fees: the user asks about bank fees
transfer: the user wants to send money to someone
User message: why did you charge me an overdraft fee?

Answer with exactly one intent name from the list above.",fees,fees,True,True,True,2319.2,5
59,native_in_random,free,1,why did you charge me an overdraft fee?,fees,savings|fees|transfer|fraud,fees,"Candidate intents:
savings: the user asks about a savings account
fees: the user asks about bank fees
transfer: the user wants to send money to someone
fraud: the user suspects a scam or unauthorized charge
User message: why did you charge me an overdraft fee?

Answer with exactly one intent name from the list above.",fees,fees,True,True,True,2260.6,3
59,native_in_random,enum,1,why did you charge me an overdraft fee?,fees,savings|fees|transfer|fraud,fees,"Candidate intents:
savings: the user asks about a savings account
fees: the user asks about bank fees
transfer: the user wants to send money to someone
fraud: the user suspects a scam or unauthorized charge
User message: why did you charge me an overdraft fee?

Answer with exactly one intent name from the list above.",fees,fees,True,True,True,2279.1,5
59,native_out,free,0,why did you charge me an overdraft fee?,fees,fraud|balance|savings|card_issue,,"Candidate intents:
fraud: the user suspects a scam or unauthorized charge
balance: the user asks how much money is on their account
savings: the user asks about a savings account
card_issue: the user has a problem with their card
User message: why did you charge me an overdraft fee?

Answer with exactly one intent name from the list above.",none_of_the_above,none_of_the_above,False,False,False,2308.5,5
59,custom_in,free,0,why did you charge me an overdraft fee?,fees,bank_charges|past_charge|bank_wire|monthly_recap,bank_charges,"Candidate intents:
bank_charges: the user asks about bank fees
past_charge: the user asks about a past payment or charge
bank_wire: the user wants to make a wire transfer
monthly_recap: the user wants a monthly statement
User message: why did you charge me an overdraft fee?

Answer with exactly one intent name from the list above.",bank_charges,bank_charges,True,True,True,2254.2,4
59,custom_in,enum,0,why did you charge me an overdraft fee?,fees,bank_charges|past_charge|bank_wire|monthly_recap,bank_charges,"Candidate intents:
bank_charges: the user asks about bank fees
past_charge: the user asks about a past payment or charge
bank_wire: the user wants to make a wire transfer
monthly_recap: the user wants a monthly statement
User message: why did you charge me an overdraft fee?

Answer with exactly one intent name from the list above.",bank_charges,bank_charges,True,True,True,2308.0,6
60,native_in_random,free,0,what is the interest rate on the savings account?,savings,savings|card_lost|card_issue|transfer,savings,"Candidate intents:
savings: the user asks about a savings account
card_lost: the user lost or had their card stolen
card_issue: the user has a problem with their card
transfer: the user wants to send money to someone
User message: what is the interest rate on the savings account?

Answer with exactly one intent name from the list above.",savings,savings,True,True,True,2294.4,3
60,native_in_random,enum,0,what is the interest rate on the savings account?,savings,savings|card_lost|card_issue|transfer,savings,"Candidate intents:
savings: the user asks about a savings account
card_lost: the user lost or had their card stolen
card_issue: the user has a problem with their card
transfer: the user wants to send money to someone
User message: what is the interest rate on the savings account?

Answer with exactly one intent name from the list above.",savings,savings,True,True,True,2276.5,4
60,native_in_random,free,1,what is the interest rate on the savings account?,savings,card_lost|savings|wire|fraud,savings,"Candidate intents:
card_lost: the user lost or had their card stolen
savings: the user asks about a savings account
wire: the user wants to make a wire transfer
fraud: the user suspects a scam or unauthorized charge
User message: what is the interest rate on the savings account?

Answer with exactly one intent name from the list above.",savings,savings,True,True,True,2235.9,3
60,native_in_random,enum,1,what is the interest rate on the savings account?,savings,card_lost|savings|wire|fraud,savings,"Candidate intents:
card_lost: the user lost or had their card stolen
savings: the user asks about a savings account
wire: the user wants to make a wire transfer
fraud: the user suspects a scam or unauthorized charge
User message: what is the interest rate on the savings account?

Answer with exactly one intent name from the list above.",savings,savings,True,True,True,2273.1,4
60,native_in_nearsyn,free,0,what is the interest rate on the savings account?,savings,fees|savings|statement|transfer,savings,"Candidate intents:
fees: the user asks about bank fees
savings: the user asks about a savings account
statement: the user wants a monthly statement
transfer: the user wants to send money to someone
User message: what is the interest rate on the savings account?

Answer with exactly one intent name from the list above.",savings,savings,True,True,True,2249.3,3
60,native_in_nearsyn,enum,0,what is the interest rate on the savings account?,savings,fees|savings|statement|transfer,savings,"Candidate intents:
fees: the user asks about bank fees
savings: the user asks about a savings account
statement: the user wants a monthly statement
transfer: the user wants to send money to someone
User message: what is the interest rate on the savings account?

Answer with exactly one intent name from the list above.",savings,savings,True,True,True,2294.2,4
60,native_out,free,0,what is the interest rate on the savings account?,savings,card_lost|fraud|card_issue|fees,,"Candidate intents:
card_lost: the user lost or had their card stolen
fraud: the user suspects a scam or unauthorized charge
card_issue: the user has a problem with their card
fees: the user asks about bank fees
User message: what is the interest rate on the savings account?

Answer with exactly one intent name from the list above.",none_of_the_above,none_of_the_above,False,False,False,2285.7,5
60,custom_in,free,0,what is the interest rate on the savings account?,savings,borrow_cash|nest_egg|card_trouble|bank_charges,nest_egg,"Candidate intents:
borrow_cash: the user wants to borrow money
nest_egg: the user asks about a savings account
card_trouble: the user has a problem with their card
bank_charges: the user asks about bank fees
User message: what is the interest rate on the savings account?

Answer with exactly one intent name from the list above.",nest_egg,nest_egg,True,True,True,2288.1,4
60,custom_in,enum,0,what is the interest rate on the savings account?,savings,borrow_cash|nest_egg|card_trouble|bank_charges,nest_egg,"Candidate intents:
borrow_cash: the user wants to borrow money
nest_egg: the user asks about a savings account
card_trouble: the user has a problem with their card
bank_charges: the user asks about bank fees
User message: what is the interest rate on the savings account?

Answer with exactly one intent name from the list above.",nest_egg,nest_egg,True,True,True,2313.4,6
61,native_in_random,free,0,I would like to book an appointment with a dermatologist,appointment,doctor|appointment|referral|reschedule,appointment,"Candidate intents:
doctor: the user asks about doctors or specialists
appointment: the user wants to book a medical visit
referral: the user wants a referral to a specialist
reschedule: the user wants to move a medical appointment
User message: I would like to book an appointment with a dermatologist

Answer with exactly one intent name from the list above.",appointment,appointment,True,True,True,2243.6,2
61,native_in_random,enum,0,I would like to book an appointment with a dermatologist,appointment,doctor|appointment|referral|reschedule,appointment,"Candidate intents:
doctor: the user asks about doctors or specialists
appointment: the user wants to book a medical visit
referral: the user wants a referral to a specialist
reschedule: the user wants to move a medical appointment
User message: I would like to book an appointment with a dermatologist

Answer with exactly one intent name from the list above.",appointment,appointment,True,True,True,2302.2,4
61,native_in_random,free,1,I would like to book an appointment with a dermatologist,appointment,insurance_claim|prescription|appointment|referral,appointment,"Candidate intents:
insurance_claim: the user asks about claiming insurance
prescription: the user asks about medicine or refills
appointment: the user wants to book a medical visit
referral: the user wants a referral to a specialist
User message: I would like to book an appointment with a dermatologist

Answer with exactly one intent name from the list above.",appointment,appointment,True,True,True,2264.7,2
61,native_in_random,enum,1,I would like to book an appointment with a dermatologist,appointment,insurance_claim|prescription|appointment|referral,appointment,"Candidate intents:
insurance_claim: the user asks about claiming insurance
prescription: the user asks about medicine or refills
appointment: the user wants to book a medical visit
referral: the user wants a referral to a specialist
User message: I would like to book an appointment with a dermatologist

Answer with exactly one intent name from the list above.",appointment,appointment,True,True,True,2271.4,4
61,native_in_nearsyn,free,0,I would like to book an appointment with a dermatologist,appointment,telehealth|prescription|appointment|symptoms,appointment,"Candidate intents:
telehealth: the user wants a video consultation
prescription: the user asks about medicine or refills
appointment: the user wants to book a medical visit
symptoms: the user describes symptoms and asks for advice
User message: I would like to book an appointment with a dermatologist

Answer with exactly one intent name from the list above.",appointment,appointment,True,True,True,2290.7,2
61,native_in_nearsyn,enum,0,I would like to book an appointment with a dermatologist,appointment,telehealth|prescription|appointment|symptoms,appointment,"Candidate intents:
telehealth: the user wants a video consultation
prescription: the user asks about medicine or refills
appointment: the user wants to book a medical visit
symptoms: the user describes symptoms and asks for advice
User message: I would like to book an appointment with a dermatologist

Answer with exactly one intent name from the list above.",appointment,appointment,True,True,True,2302.8,4
61,native_out,free,0,I would like to book an appointment with a dermatologist,appointment,lab_results|symptoms|prescription|insurance_claim,,"Candidate intents:
lab_results: the user wants their test results
symptoms: the user describes symptoms and asks for advice
prescription: the user asks about medicine or refills
insurance_claim: the user asks about claiming insurance
User message: I would like to book an appointment with a dermatologist

Answer with exactly one intent name from the list above.",none_of_the_above,none_of_the_above,False,False,False,2346.6,5
61,custom_in,free,0,I would like to book an appointment with a dermatologist,appointment,clinic_visit|visit_move|condition_check|expert_handoff,clinic_visit,"Candidate intents:
clinic_visit: the user wants to book a medical visit
visit_move: the user wants to move a medical appointment
condition_check: the user describes symptoms and asks for advice
expert_handoff: the user wants a referral to a specialist
User message: I would like to book an appointment with a dermatologist

Answer with exactly one intent name from the list above.",clinic_visit,clinic_visit,True,True,True,2322.5,3
61,custom_in,enum,0,I would like to book an appointment with a dermatologist,appointment,clinic_visit|visit_move|condition_check|expert_handoff,clinic_visit,"Candidate intents:
clinic_visit: the user wants to book a medical visit
visit_move: the user wants to move a medical appointment
condition_check: the user describes symptoms and asks for advice
expert_handoff: the user wants a referral to a specialist
User message: I would like to book an appointment with a dermatologist

Answer with exactly one intent name from the list above.",clinic_visit,clinic_visit,True,True,True,2300.2,5
62,native_in_random,free,0,can I move my check-up to next tuesday?,reschedule,billing_health|prescription|reschedule|appointment,reschedule,"Candidate intents:
billing_health: the user asks about a medical bill
prescription: the user asks about medicine or refills
reschedule: the user wants to move a medical appointment
appointment: the user wants to book a medical visit
User message: can I move my check-up to next tuesday?

Answer with exactly one intent name from the list above.",reschedule,reschedule,True,True,True,2254.7,3
62,native_in_random,enum,0,can I move my check-up to next tuesday?,reschedule,billing_health|prescription|reschedule|appointment,reschedule,"Candidate intents:
billing_health: the user asks about a medical bill
prescription: the user asks about medicine or refills
reschedule: the user wants to move a medical appointment
appointment: the user wants to book a medical visit
User message: can I move my check-up to next tuesday?

Answer with exactly one intent name from the list above.",reschedule,reschedule,True,True,True,2287.9,5
62,native_in_random,free,1,can I move my check-up to next tuesday?,reschedule,billing_health|symptoms|telehealth|reschedule,reschedule,"Candidate intents:
billing_health: the user asks about a medical bill
symptoms: the user describes symptoms and asks for advice
telehealth: the user wants a video consultation
reschedule: the user wants to move a medical appointment
User message: can I move my check-up to next tuesday?

Answer with exactly one intent name from the list above.",reschedule,reschedule,True,True,True,2244.5,3
62,native_in_random,enum,1,can I move my check-up to next tuesday?,reschedule,billing_health|symptoms|telehealth|reschedule,reschedule,"Candidate intents:
billing_health: the user asks about a medical bill
symptoms: the user describes symptoms and asks for advice
telehealth: the user wants a video consultation
reschedule: the user wants to move a medical appointment
User message: can I move my check-up to next tuesday?

Answer with exactly one intent name from the list above.",reschedule,reschedule,True,True,True,2277.6,5
62,native_in_nearsyn,free,0,can I move my check-up to next tuesday?,reschedule,reschedule|insurance_claim|symptoms|telehealth,reschedule,"Candidate intents:
reschedule: the user wants to move a medical appointment
insurance_claim: the user asks about claiming insurance
symptoms: the user describes symptoms and asks for advice
telehealth: the user wants a video consultation
User message: can I move my check-up to next tuesday?

Answer with exactly one intent name from the list above.",reschedule,reschedule,True,True,True,2248.8,3
62,native_in_nearsyn,enum,0,can I move my check-up to next tuesday?,reschedule,reschedule|insurance_claim|symptoms|telehealth,reschedule,"Candidate intents:
reschedule: the user wants to move a medical appointment
insurance_claim: the user asks about claiming insurance
symptoms: the user describes symptoms and asks for advice
telehealth: the user wants a video consultation
User message: can I move my check-up to next tuesday?

Answer with exactly one intent name from the list above.",reschedule,reschedule,True,True,True,2297.6,5
62,native_out,free,0,can I move my check-up to next tuesday?,reschedule,lab_results|prescription|insurance_claim|billing_health,,"Candidate intents:
lab_results: the user wants their test results
prescription: the user asks about medicine or refills
insurance_claim: the user asks about claiming insurance
billing_health: the user asks about a medical bill
User message: can I move my check-up to next tuesday?

Answer with exactly one intent name from the list above.",none_of_the_above,none_of_the_above,False,False,False,2303.4,5
62,custom_in,free,0,can I move my check-up to next tuesday?,reschedule,condition_check|specialist_lookup|visit_move|test_outcome,visit_move,"Candidate intents:
condition_check: the user describes symptoms and asks for advice
specialist_lookup: the user asks about doctors or specialists
visit_move: the user wants to move a medical appointment
test_outcome: the user wants their test results
User message: can I move my check-up to next tuesday?

Answer with exactly one intent name from the list above.",visit_move,visit_move,True,True,True,2277.8,3
62,custom_in,enum,0,can I move my check-up to next tuesday?,reschedule,condition_check|specialist_lookup|visit_move|test_outcome,visit_move,"Candidate intents:
condition_check: the user describes symptoms and asks for advice
specialist_lookup: the user asks about doctors or specialists
visit_move: the user wants to move a medical appointment
test_outcome: the user wants their test results
User message: can I move my check-up to next tuesday?

Answer with exactly one intent name from the list above.",visit_move,visit_move,True,True,True,2309.7,5
63,native_in_random,free,0,my prescription for the inhaler has run out,prescription,referral|billing_health|doctor|prescription,prescription,"Candidate intents:
referral: the user wants a referral to a specialist
billing_health: the user asks about a medical bill
doctor: the user asks about doctors or specialists
prescription: the user asks about medicine or refills
User message: my prescription for the inhaler has run out

Answer with exactly one intent name from the list above.",prescription,prescription,True,True,True,2248.6,3
63,native_in_random,enum,0,my prescription for the inhaler has run out,prescription,referral|billing_health|doctor|prescription,prescription,"Candidate intents:
referral: the user wants a referral to a specialist
billing_health: the user asks about a medical bill
doctor: the user asks about doctors or specialists
prescription: the user asks about medicine or refills
User message: my prescription for the inhaler has run out

Answer with exactly one intent name from the list above.",prescription,prescription,True,True,True,2277.3,5
63,native_in_random,free,1,my prescription for the inhaler has run out,prescription,referral|telehealth|billing_health|prescription,prescription,"Candidate intents:
referral: the user wants a referral to a specialist
telehealth: the user wants a video consultation
billing_health: the user asks about a medical bill
prescription: the user asks about medicine or refills
User message: my prescription for the inhaler has run out

Answer with exactly one intent name from the list above.",prescription,prescription,True,True,True,2247.9,3
63,native_in_random,enum,1,my prescription for the inhaler has run out,prescription,referral|telehealth|billing_health|prescription,prescription,"Candidate intents:
referral: the user wants a referral to a specialist
telehealth: the user wants a video consultation
billing_health: the user asks about a medical bill
prescription: the user asks about medicine or refills
User message: my prescription for the inhaler has run out

Answer with exactly one intent name from the list above.",prescription,prescription,True,True,True,2273.3,5
63,native_out,free,0,my prescription for the inhaler has run out,prescription,insurance_claim|appointment|doctor|referral,,"Candidate intents:
insurance_claim: the user asks about claiming insurance
appointment: the user wants to book a medical visit
doctor: the user asks about doctors or specialists
referral: the user wants a referral to a specialist
User message: my prescription for the inhaler has run out

Answer with exactly one intent name from the list above.",insurance_claim,insurance_claim,True,True,False,2275.9,3
63,custom_in,free,0,my prescription for the inhaler has run out,prescription,clinic_visit|test_outcome|medication_note|medical_bill,medication_note,"Candidate intents:
clinic_visit: the user wants to book a medical visit
test_outcome: the user wants their test results
medication_note: the user asks about medicine or refills
medical_bill: the user asks about a medical bill
User message: my prescription for the inhaler has run out

Answer with exactly one intent name from the list above.",medication_note,medication_note,True,True,True,2288.8,4
63,custom_in,enum,0,my prescription for the inhaler has run out,prescription,clinic_visit|test_outcome|medication_note|medical_bill,medication_note,"Candidate intents:
clinic_visit: the user wants to book a medical visit
test_outcome: the user wants their test results
medication_note: the user asks about medicine or refills
medical_bill: the user asks about a medical bill
User message: my prescription for the inhaler has run out

Answer with exactly one intent name from the list above.",medication_note,medication_note,True,True,True,2321.9,6
64,native_in_random,free,0,when will my blood test results be ready?,lab_results,referral|telehealth|appointment|lab_results,lab_results,"Candidate intents:
referral: the user wants a referral to a specialist
telehealth: the user wants a video consultation
appointment: the user wants to book a medical visit
lab_results: the user wants their test results
User message: when will my blood test results be ready?

Answer with exactly one intent name from the list above.",lab_results,lab_results,True,True,True,2291.6,3
64,native_in_random,enum,0,when will my blood test results be ready?,lab_results,referral|telehealth|appointment|lab_results,lab_results,"Candidate intents:
referral: the user wants a referral to a specialist
telehealth: the user wants a video consultation
appointment: the user wants to book a medical visit
lab_results: the user wants their test results
User message: when will my blood test results be ready?

Answer with exactly one intent name from the list above.",lab_results,lab_results,True,True,True,2275.9,5
64,native_in_random,free,1,when will my blood test results be ready?,lab_results,prescription|appointment|telehealth|lab_results,lab_results,"Candidate intents:
prescription: the user asks about medicine or refills
appointment: the user wants to book a medical visit
telehealth: the user wants a video consultation
lab_results: the user wants their test results
User message: when will my blood test results be ready?

Answer with exactly one intent name from the list above.",lab_results,lab_results,True,True,True,2294.4,3
64,native_in_random,enum,1,when will my blood test results be ready?,lab_results,prescription|appointment|telehealth|lab_results,lab_results,"Candidate intents:
prescription: the user asks about medicine or refills
appointment: the user wants to book a medical visit
telehealth: the user wants a video consultation
lab_results: the user wants their test results
User message: when will my blood test results be ready?

Answer with exactly one intent name from the list above.",lab_results,lab_results,True,True,True,2247.6,5
64,native_out,free,0,when will my blood test results be ready?,lab_results,referral|billing_health|prescription|telehealth,,"Candidate intents:
referral: the user wants a referral to a specialist
billing_health: the user asks about a medical bill
prescription: the user asks about medicine or refills
telehealth: the user wants a video consultation
User message: when will my blood test results be ready?

Answer with exactly one intent name from the list above.",billing_health,billing_health,True,True,False,2249.8,3
64,custom_in,free,0,when will my blood test results be ready?,lab_results,medical_bill|test_outcome|condition_check|clinic_visit,test_outcome,"Candidate intents:
medical_bill: the user asks about a medical bill
test_outcome: the user wants their test results
condition_check: the user describes symptoms and asks for advice
clinic_visit: the user wants to book a medical visit
User message: when will my blood test results be ready?

Answer with exactly one intent name from the list above.",test_outcome,test_outcome,True,True,True,2258.4,4
64,custom_in,enum,0,when will my blood test results be ready?,lab_results,medical_bill|test_outcome|condition_check|clinic_visit,test_outcome,"Candidate intents:
medical_bill: the user asks about a medical bill
test_outcome: the user wants their test results
condition_check: the user describes symptoms and asks for advice
clinic_visit: the user wants to book a medical visit
User message: when will my blood test results be ready?

Answer with exactly one intent name from the list above.",test_outcome,test_outcome,True,True,True,2300.7,6
65,native_in_random,free,0,how do I submit a claim to my insurance?,insurance_claim,symptoms|lab_results|insurance_claim|prescription,insurance_claim,"Candidate intents:
symptoms: the user describes symptoms and asks for advice
lab_results: the user wants their test results
insurance_claim: the user asks about claiming insurance
prescription: the user asks about medicine or refills
User message: how do I submit a claim to my insurance?

Answer with exactly one intent name from the list above.",insurance_claim,insurance_claim,True,True,True,2289.9,3
65,native_in_random,enum,0,how do I submit a claim to my insurance?,insurance_claim,symptoms|lab_results|insurance_claim|prescription,insurance_claim,"Candidate intents:
symptoms: the user describes symptoms and asks for advice
lab_results: the user wants their test results
insurance_claim: the user asks about claiming insurance
prescription: the user asks about medicine or refills
User message: how do I submit a claim to my insurance?

Answer with exactly one intent name from the list above.",insurance_claim,insurance_claim,True,True,True,2316.3,5
65,native_in_random,free,1,how do I submit a claim to my insurance?,insurance_claim,lab_results|insurance_claim|symptoms|appointment,insurance_claim,"Candidate intents:
lab_results: the user wants their test results
insurance_claim: the user asks about claiming insurance
symptoms: the user describes symptoms and asks for advice
appointment: the user wants to book a medical visit
User message: how do I submit a claim to my insurance?

Answer with exactly one intent name from the list above.",insurance_claim,insurance_claim,True,True,True,2273.9,3
65,native_in_random,enum,1,how do I submit a claim to my insurance?,insurance_claim,lab_results|insurance_claim|symptoms|appointment,insurance_claim,"Candidate intents:
lab_results: the user wants their test results
insurance_claim: the user asks about claiming insurance
symptoms: the user describes symptoms and asks for advice
appointment: the user wants to book a medical visit
User message: how do I submit a claim to my insurance?

Answer with exactly one intent name from the list above.",insurance_claim,insurance_claim,True,True,True,2295.5,5
65,native_out,free,0,how do I submit a claim to my insurance?,insurance_claim,appointment|prescription|lab_results|reschedule,,"Candidate intents:
appointment: the user wants to book a medical visit
prescription: the user asks about medicine or refills
lab_results: the user wants their test results
reschedule: the user wants to move a medical appointment
User message: how do I submit a claim to my insurance?

Answer with exactly one intent name from the list above.",none_of_the_above,none_of_the_above,False,False,False,2311.8,5
65,custom_in,free,0,how do I submit a claim to my insurance?,insurance_claim,clinic_visit|medical_bill|cover_claim|visit_move,cover_claim,"Candidate intents:
clinic_visit: the user wants to book a medical visit
medical_bill: the user asks about a medical bill
cover_claim: the user asks about claiming insurance
visit_move: the user wants to move a medical appointment
User message: how do I submit a claim to my insurance?

Answer with exactly one intent name from the list above.",cover_claim,cover_claim,True,True,True,2275.0,3
65,custom_in,enum,0,how do I submit a claim to my insurance?,insurance_claim,clinic_visit|medical_bill|cover_claim|visit_move,cover_claim,"Candidate intents:
clinic_visit: the user wants to book a medical visit
medical_bill: the user asks about a medical bill
cover_claim: the user asks about claiming insurance
visit_move: the user wants to move a medical appointment
User message: how do I submit a claim to my insurance?

Answer with exactly one intent name from the list above.",cover_claim,cover_claim,True,True,True,2311.8,5
66,native_in_random,free,0,is there a cardiologist available this week?,doctor,lab_results|doctor|symptoms|telehealth,doctor,"Candidate intents:
lab_results: the user wants their test results
doctor: the user asks about doctors or specialists
symptoms: the user describes symptoms and asks for advice
telehealth: the user wants a video consultation
User message: is there a cardiologist available this week?

Answer with exactly one intent name from the list above.",doctor,doctor,True,True,True,2254.5,2
66,native_in_random,enum,0,is there a cardiologist available this week?,doctor,lab_results|doctor|symptoms|telehealth,doctor,"Candidate intents:
lab_results: the user wants their test results
doctor: the user asks about doctors or specialists
symptoms: the user describes symptoms and asks for advice
telehealth: the user wants a video consultation
User message: is there a cardiologist available this week?

Answer with exactly one intent name from the list above.",doctor,doctor,True,True,True,2294.2,4
66,native_in_random,free,1,is there a cardiologist available this week?,doctor,insurance_claim|appointment|telehealth|doctor,doctor,"Candidate intents:
insurance_claim: the user asks about claiming insurance
appointment: the user wants to book a medical visit
telehealth: the user wants a video consultation
doctor: the user asks about doctors or specialists
User message: is there a cardiologist available this week?

Answer with exactly one intent name from the list above.",doctor,doctor,True,True,True,2283.7,2
66,native_in_random,enum,1,is there a cardiologist available this week?,doctor,insurance_claim|appointment|telehealth|doctor,doctor,"Candidate intents:
insurance_claim: the user asks about claiming insurance
appointment: the user wants to book a medical visit
telehealth: the user wants a video consultation
doctor: the user asks about doctors or specialists
User message: is there a cardiologist available this week?

Answer with exactly one intent name from the list above.",doctor,doctor,True,True,True,2287.0,4
66,native_in_nearsyn,free,0,is there a cardiologist available this week?,doctor,telehealth|appointment|referral|doctor,doctor,"Candidate intents:
telehealth: the user wants a video consultation
appointment: the user wants to book a medical visit
referral: the user wants a referral to a specialist
doctor: the user asks about doctors or specialists
User message: is there a cardiologist available this week?

Answer with exactly one intent name from the list above.",doctor,doctor,True,True,True,2254.6,2
66,native_in_nearsyn,enum,0,is there a cardiologist available this week?,doctor,telehealth|appointment|referral|doctor,doctor,"Candidate intents:
telehealth: the user wants a video consultation
appointment: the user wants to book a medical visit
referral: the user wants a referral to a specialist
doctor: the user asks about doctors or specialists
User message: is there a cardiologist available this week?

Answer with exactly one intent name from the list above.",doctor,doctor,True,True,True,2274.0,4
66,native_out,free,0,is there a cardiologist available this week?,doctor,billing_health|prescription|symptoms|insurance_claim,,"Candidate intents:
billing_health: the user asks about a medical bill
prescription: the user asks about medicine or refills
symptoms: the user describes symptoms and asks for advice
insurance_claim: the user asks about claiming insurance
User message: is there a cardiologist available this week?

Answer with exactly one intent name from the list above.",none_of_the_above,none_of_the_above,False,False,False,2291.7,5
66,custom_in,free,0,is there a cardiologist available this week?,doctor,condition_check|specialist_lookup|expert_handoff|video_consult,specialist_lookup,"Candidate intents:
condition_check: the user describes symptoms and asks for advice
specialist_lookup: the user asks about doctors or specialists
expert_handoff: the user wants a referral to a specialist
video_consult: the user wants a video consultation
User message: is there a cardiologist available this week?

Answer with exactly one intent name from the list above.",specialist_lookup,specialist_lookup,True,True,True,2286.6,4
66,custom_in,enum,0,is there a cardiologist available this week?,doctor,condition_check|specialist_lookup|expert_handoff|video_consult,specialist_lookup,"Candidate intents:
condition_check: the user describes symptoms and asks for advice
specialist_lookup: the user asks about doctors or specialists
expert_handoff: the user wants a referral to a specialist
video_consult: the user wants a video consultation
User message: is there a cardiologist available this week?

Answer with exactly one intent name from the list above.",specialist_lookup,specialist_lookup,True,True,True,2304.2,6
67,native_in_random,free,0,I have a question about my hospital bill,billing_health,billing_health|prescription|referral|reschedule,billing_health,"Candidate intents:
billing_health: the user asks about a medical bill
prescription: the user asks about medicine or refills
referral: the user wants a referral to a specialist
reschedule: the user wants to move a medical appointment
User message: I have a question about my hospital bill

Answer with exactly one intent name from the list above.",billing_health,billing_health,True,True,True,2263.2,3
67,native_in_random,enum,0,I have a question about my hospital bill,billing_health,billing_health|prescription|referral|reschedule,billing_health,"Candidate intents:
billing_health: the user asks about a medical bill
prescription: the user asks about medicine or refills
referral: the user wants a referral to a specialist
reschedule: the user wants to move a medical appointment
User message: I have a question about my hospital bill

Answer with exactly one intent name from the list above.",billing_health,billing_health,True,True,True,2294.2,5
